Page,0,1,2,3,4,5,6,7,8,9,10,11,12
60,,,년        월        일,,"□  심한(종전  1~3등급)
□  심하지  않은(종전  4~6등급)","□  영구  재판정  제외  대상
□  재판정  대상
-  재판정  기한:",,,,,,,
60,,,,,,,,,,,,,
60,확인기관,기관명,,,,,,,,,,,
60,,담당부서,,전화번호,,,,,,,,,
60,,위  사항이  전산  상에  등록된  내용과  일치함을  확인합니다.              담당자                                    (인),,,,,,,,,,,
60,"위  사항이  사실과  다름이  없음을  확인합니다.
                                                                                                                  지원자                          (  인  )
20      년          월            일
  연세대학교  총장  귀하",,,,,,,,,,,,
61,학교명,학교정보,,,,,,,,,,,
61,,주소,,,,,,,,,,,
61,,전화번호,,,,,,,,,,,
61,,팩스번호,,,,,,,,,,,
61,,홈페이지  URL,,,,,,,,,,,
61,,이메일  주소*,,,,,,,,,,,
61,,주소,,,,,,,,,,,
61,,전화번호,,,,,,,,,,,
61,,팩스번호,,,,,,,,,,,
61,,홈페이지  URL,,,,,,,,,,,
61,,이메일  주소*,,,,,,,,,,,
61,,주소,,,,,,,,,,,
61,,전화번호,,,,,,,,,,,
61,,팩스번호,,,,,,,,,,,
61,,홈페이지  URL,,,,,,,,,,,
61,,이메일  주소*,,,,,,,,,,,
61,,주소,,,,,,,,,,,
61,,전화번호,,,,,,,,,,,
61,,팩스번호,,,,,,,,,,,
61,,홈페이지  URL,,,,,,,,,,,
61,,이메일  주소*,,,,,,,,,,,
61,,주소,,,,,,,,,,,
61,,전화번호,,,,,,,,,,,
61,,팩스번호,,,,,,,,,,,
61,,홈페이지  URL,,,,,,,,,,,
61,,이메일  주소*,,,,,,,,,,,
62,지원  모집단위,학과(학부/전공),,,,,,,,,,,
62,수험번호,집전화번호,,,,,,,,,,,
62,성        명,"(서명  혹은  날인)
휴대전화번호",,,,,,,,,,,
62,고등학교,고등학교                              년                  월  졸업(예정),,,,,,,,,,,
62,"※  이  수정요청서는  입학원서접수  시  학교생활기록부  온라인  제공에  동의한  지원자  중  학교생활기록부  전산자료에  입력된  내용의 
추가  및  수정이  필요한  경우  제출할  수  있으며,  학교생활기록부  작성기준일(2024.11.30.)까지의  내용에  한하여  수정  요청할 
수  있으며,  2025.1.3.(금)까지  전자공문으로  제출해야  함
전산자료  수정  요청  내용
[붙임]  학교생활기록부  1부(학교장  직인  날인  필)  -  수정  사항을  형광펜  등으로  표시하여  제출
20        년          월            일
연세대학교  총장  귀하",,,,,,,,,,,,
63,지원모집단위,,학과(학부/전공),,,,,,,,,,
63,수험번호,,,,,집전화번호,,,,,,,
63,성        명,,(자필  서명  또는  날인),,,휴대전화번호,,,,,,,
63,고등학교,,고등학교                년        월  졸업(예정),,,,,,,,,,
63,"1.  이  서식은  개명,  외국인  등록  등으로  인하여  입학원서,  학교생활기록부  및  대학수학능력시험성적표에  기재된  성명  또는  주민
등록번호가  서로  일치하지  않는  지원자에  한하여  작성합니다.
2.  해당자는  다음의  서식에  입학원서,  학교생활기록부  및  대학수학능력시험  성적표에  등재된  성명  및  주민등록번호와  성명·주민
등록번호  불일치  사유를  기재하시기  바랍니다. 
[지원자  성명  주민등록번호  불일치  현황]
20          년          월            일
연세대학교  총장  귀하
붙임:  관련  증빙서류  1부  [주민등록표  초본(개명사실  포함),  외국인증명서  등]",,,,,,,,,,,,
63,,구              분,,입학원서,학교생활기록부,,대학수학능력시험  성적표,,불일치  사유,,,,
63,,성              명,,,,,,,,,,,
63,,주민등록번호,,,,,,,,,,,
63,,,,,,,,,,,,,
64,성        명,(자필  서명  또는  날인),연락처,,,,,,,,,,
64,수험번호,,모집단위,학과(학부/전공),,,,,,,,,
64,전형명,,,,,,,,,,,,
64,환불  요청  사유,"□  국가보훈대상자 
□  국민기초생활수급자
□  차상위계층
□  한부모가족",,,,,,,,,,,
64,환불  계좌  정보,,,,,,,,,,,,
64,금융기관명,예금주명,,,,,,,,,,,
64,계좌번호,,,,,,,,,,,,
64,"위  환불  요청  사유에  해당되어  아래와  같이  서류를  첨부하여  환불  신청합니다.
20      년          월            일
연세대학교  총장  귀하",,,,,,,,,,,,
64,"첨부
서류","※  본  환불신청서와  함께  아래의  증빙서류를  함께  제출해야  함(2025.1.3.(금)  소인까지  유효)
1.  반환금  수령할  통장  사본(원서접수  시  기재한  은행  및  계좌번호로  수령할  경우  제출  불필요)
2.  자격별  증빙서류(모든  서류는  2024년  12월  1일  이후  발급된  서류이어야  함)
    ∙  국가보훈대상자
        -  대학입학특별전형대상자  증명서(보훈번호와  대상구분)  1부
      ∙  국민기초생활수급자
        -  국민기초생활수급자(지원자  또는  부모  명의)  증명서  1부
        -  (부모  명의의  증명서를  제출  시)국민기초생활수급자와  지원자  간의  관계를  확인할  수  있는  가족관계증명서  1부
      ∙  차상위계층/한부모가족
        -  자격별  서류  1부:  차상위  본인부담경감대상자  증명서,  자활근로자  확인서,  장애(아동)수당  대상자  확인서,  장애인연금
            대상자  확인서,  한부모가족  증명서,  우선돌봄  차상위  확인서  중  차상위계층/한부모가족임을  증명할  수  있는  서류
        -  차상위계층/한부모가족  대상자가  지원자  본인이  아닐  경우:  차상위계층/한부모가족  대상자  명의의  가족관계증명서 
            1부,  차상위계층/한부모가족  대상자  명의의  주민등록표  등본  1부",,,,,,,,,,,
65,입학  안내,입학처  입학안내실,"TEL
(02)2123-4131",,,,,,,,,,
65,,,"FAX
(02)2123-8614",,,,,,,,,,
65,등록금  수납  및  환불,총무처  재무회계팀,"TEL
(02)2123-4500",,,,,,,,,,
65,장학금  문의,학생복지처  학생지원팀,"TEL
(02)2123-8191~2",,,,,,,,,,
65,"기숙사  안내
-  신촌:  무악학사
-  국제:  송도학사",[신촌]  생활관,"TEL
(02)2123-3601~2",,,,,,,,,,
65,,[국제]  종합행정센터  기숙사운영팀,"TEL
(032)749-2991~2",,,,,,,,,,
