Page,0,1,2,3,4,5,6,7,8,9,10,11
42,신청제한,"• 일반학과 학생은 예체능계학과(단, 의상디자인학과로는 신청 가능), 수의과대학, 산업경영융합학부,  
국제대학, KU자유전공학부, 단과대학 자유전공학부로 신청 불가
•사범대 학과 다(부)전공은 원전공의 교직과정 이수예정자로 선발된 자만 신청 가능",,,,,,,,,,
42,학위수여,"•다전공: 제1전공과 제2(3)전공 학위명이 함께 표기된 학위증 수여
•부전공: 부전공 학과명이 표기된 원전공 학위증 수여(부전공은 학위가 수여되지 않음)",,,,,,,,,,
42,전공이수 형태,내용,졸업에 필요한 최저 이수학점,,,,,,,,,
42,,,제1전공,제2전공,,,,,,,,
42,다전공,•재학 중 제1전공 외 1개 이상의 전공 학위 취득을 목적으로 이수하는 형태,36,36,,,,,,,,
42,주·부전공,•재학 중 제1전공 외 1개 이상 부전공 의무 이수,51 또는 54,21 또는 24,,,,,,,,
42,심화전공,•제1전공을 심화하여 이수하는 형태,72,–,,,,,,,,
43,구분,내용,,,,,,,,,,
43,신청대상,•2학년 1~2학기 등록 재학생(교직과정이 설치되어 있는 학과에 한함),,,,,,,,,,
43,신청방법,"• 매년 봄학기(5월, 9월) 정해진 신청기간에 포탈(학사행정→교직)에서 신청 및 신청서 학과(전공)사무실 제출 
(5월 선발 후 잔여인원을 9월에 선발함)",,,,,,,,,,
43,선발방법,"• 교육부에서 승인된 인원수 내에서 1차 전형인 교직 적·인성검사와 2차 전형인 성적 + 면접 전형을  
실시 후(해당 학과), 교직과에서 3차 최종 면접을 실시하여 선발",,,,,,,,,,
43,이수학점,"• 전공과목 50학점(교과교육영역 3과목 및 기본이수과목 21학점 포함) 이상, 교직과목 22학점 이상 취득 
(상세 내용은 선발 후 공지)",,,,,,,,,,
43,모집단위,표시과목,,,,,,,,,,
43,행정학과,일반사회,,,,,,,,,,
43,국제무역학과,상업,,,,,,,,,,
43,경영학과,상업,,,,,,,,,,
43,생명과학특성학과,생물,,,,,,,,,,
43,"동물자원·식품과학·유통학부
동물자원전공",동물자원,,,,,,,,,,
43,커뮤니케이션디자인학과,디자인,,,,,,,,,,
43,의상디자인학과,의상,,,,,,,,,,
43,리빙디자인학과,디자인,,,,,,,,,,
43,영상학과,연극영화,,,,,,,,,,
43,매체연기학과,연극영화,,,,,,,,,,
43,국어국문학과,국어,,,,,,,,,,
43,중어중문학과,중국어,,,,,,,,,,
43,철학과,철학,,,,,,,,,,
43,사학과,역사,,,,,,,,,,
43,지리학과,지리,,,,,,,,,,
43,물리학과,물리,,,,,,,,,,
43,화학과,화학,,,,,,,,,,
43,건축학부 건축학전공,건설,,,,,,,,,,
43,컴퓨터공학부,정보·컴퓨터,,,,,,,,,,
43,정치외교학과,일반사회,,,,,,,,,,
43,경제학과,일반사회,,,,,,,,,,
44,구분,,1학년,2학년,3학년,4학년,,,,,,
44,,,자기이해와 진로탐색,진로설정과 직업탐색,취업전략과 직무역량개발,실전 취업역량개발,,,,,,
44,교과,,CSP진로탐색,진로설계와 직업탐색,"기업직무분석 및 역량개발 
커리어설계 실습과 코칭","실전 취업 특강 
외국계 기업 취업실전전략
면접과 PT 스피치 실습",,,,,,
44,비 교 과,기초,KU Career Class,,"Junior Elite Program
자소서 하루 완성 프로그램
면접 미리패스",,,,,,,
44,,심화,"KU Career Coaching
KU 진로탐험대
직무의 발견",,"Elite Program
릴레이 직무 컨설팅 프로그램
취업 스터디
상·하반기 채용 대비 입사지원서/면접 프로그램
면접 하이패스
대기업 및 공기업 직무적성검사 대비 프로그램
현장실습 지원 대비 프로그램
제로인턴십 일경험 연계 프로그램
이공계 5대 산업 취업합격전략 특강
KU Global Career Start Program",,,,,,,
44,,,"기업 탐방, 현직자 동문선배 멘토링 프로그램 ‘멘토래담’",,,,,,,,,
44,,상시,"진로·취업 1:1 상담, 채용설명회 & 상담회, 추천채용, 멘토래담 서비스, 코멘토, 잡플래닛, AI역량검사(잡다CC)",,,,,,,,,
44,구분,,창업기초,"아이디어구현
창업실무",,창업체험 및 사업화,,,,,,
44,교과,,"Startup Base Camp,
청년창업과 기업가정신","창업의 기회,
비즈니스 모델","기술창업: 지식서비스
창업 금융과 투자","창업기획 및 실행,
기술사업화 실무",,,,,,
44,학사제도,,창업장학금,스타트업 인턴십,창업휴학제,드림학기제: 창업연계형,,,,,,
44,비 교 과,교육,스타트업 내비게이션,스타트업 아카데미,스타트업 스테이션,스타트업 데스티네이션,,,,,,
44,,,KU 창업캠프,학생창업 엑셀러레이터 활동,KU 창업클럽,"KU 글로벌 스타트업 
프런티어",,,,,,
44,,실전,"네트워킹 
퍼스트 스타트업 
네트워킹 데이",학생 창업 유망팀300+,"사업화 자금 
예비창업패키지, 
청년창업사관학교","캠퍼스타운 입주, 
글로벌 창업 박람회
(CES) 참가지원",,,,,,
44,상시,,"1:1 원스톱 창업 멘토링 서비스 (위인전에서 신청, 창업상담전문교수)",,,,,,,,,
45,구분,상담 설명,진행방식,,,,,,,,,
45,진로상담,"•강점 분석, 진로 로드맵 설정 및 진로 상담
•다전공 및 전과 상담","•대면 상담: 학생회관 2층 203호
•비대면 상담: Zoom/전화
※ 희망하는 방법으로 1:1 상담 가능",,,,,,,,,
45,취업상담,"•취업 관련 종합 상담 제공
•직업심리검사 진행 및 상담",,,,,,,,,,
45,"자기소개서
컨설팅","•경험 분석 및 자기소개서 작성 지도
•지원 기업 맞춤 자기소개서 첨삭 지도",,,,,,,,,,
45,면접 컨설팅,"•인성 검사 및 AI 역량 검사 지도 
•직무 면접, 인성 면접, 화상 면접, PT 면접, AI 면접 지도
•면접 스크립트 작성 및 모의 면접 지도",,,,,,,,,,
45,이직상담,"•커리어 로드맵 설정 및 취업 상담
•자기소개서 및 면접 컨설팅 진행",,,,,,,,,,
46,구분,실습시기,학점 인정 학기,,,,,,,,,
46,학기 중,"1학기(3~6월)
2학기(9~12월)",해당 정규학기,,,,,,,,,
46,방학 중,"하계방학(7~8월)
동계방학(1~2월)",해당 계절학기,,,,,,,,,
48,구분,보증금,기숙사비(2인실),,,,,,,,,
48,,,"비전홀, 프론티어홀, 드림홀",레이크홀,비고,,,,,,,
48,학기 중,"100,000","1,603,000","1,822,000","※  매 학기 학사일정에 따른  
입주일 변동으로 차이가 있을 수 있음",,,,,,,
48,6개월,"100,000","2,411,000","2,741,000",,,,,,,,
