Type,Page,Content
Page,65,"KU•SEOUL•CAMPUS
Ⅶ. 학생부(교과정량) 반영방법
1. 학생부(교과정량) 반영 교과목 및 반영요소
해당 전형 반영 교과목 반영요소
학생부교과 KU지역균형
·석차등급 및 이수단위
·국어, 수학, 영어, 과학, 사회, 한국사 전 과목
사회통합 ※ 등급의 기준점수를 반영
- 석 차등급 및 이수단위가 표기된 전 과목
학생부종합 특성화고교졸업자 ※ 단 , 진로선택과목은 전 과목을
- 학년별, 교과별 가중치 없음
‘정성평가’로만 반영
특성화고졸재직자
·국어(50%), 영어(50%)
KU연기우수자 ·석차등급 및 이수단위
- 위 교과 중 석차등급 및 이수단위가 표기된
※ 등급의 기준점수를 반영
실기/실적 전 과목
※ 단 , 진로선택과목은 성취도(A·B·C) 및
※ 단 , 진로선택과목은 반영 교과 기준 성취도
KU체육특기자 이수단위
상위 3과목*
*실기/실적(KU연기우수자, KU체육특기자)전형 진로선택과목 선정 순위(최대 3과목)
선정 순위 1순위 2순위 3순위 4순위
기준 성취도 이수단위 A등급 비율 적은 과목 국어
※ 반 영 학기: (졸업예정자) 3학년 1학기까지, (졸업자) 3학년 2학기까지
※ 학 교생활기록부 반영 교과는 해당 고등학교에서 분류한 교과 분류를 따르며, 교과 분류가 본교의 반영 교과 분류 체계와 상이한 경우는
교육부의 교과 분류체계를 준용하거나 본교의 판단에 의해 반영
2. 학생부(교과정량) 성적 산출방법
• 학 생부(교과정량) 점수 산출방법
해당 전형 산출식
학생부교과 KU지역균형
사회통합 ∑ (기준점수 × 과목별 이수단위)
반영교과 전과목 이수단위의 합
학생부종합 특성화고교졸업자
특성화고졸재직자
KU연기우수자 ∑ (기준점수 × 과목별 이수단위) 교과별
실기/실적
KU체육특기자 반영교과 전과목 이수단위의 합 반영비율
※ 1 0점 만점으로 산출한 교과 성적을 전형별 반영비율에 따른 총점으로 환산
※ 전형별 반영비율에 따른 총점으로 환산 후 소수점 넷째 자리에서 반올림
2025학년도 수시모집요강 65"
Page,66,"KU•SEOUL•CAMPUS
• 기 준점수
등급 1 2 3 4 5 6 7 8 9
기준점수 10 9.97 9.94 9.9 9.86 9.8 8 6 0
- 석차등급(1~9등급)을 산출할 수 없는 경우 해당 과목을 제외
- 단, 실기/실적(KU연기우수자, KU체육특기자)전형에서 진로선택과목은 모든 반영 교과 내 성취도 상위 최대 3과목 반영(아래표 참고)
등급 A B C
기준점수 10 9.9 8
• 비 교내신 반영 기준
전형 비교 요소 적용 대상
학생부교과(KU지역균형)
학생부종합(사회통합)
· 2007년 이전(2007년 포함) 국내 정규 고교 졸업자
학생부종합(특성화고교졸업자)
학생부종합(특성화고졸재직자) 서류평가
학생부종합(사회통합) 중
· 학생부 교과 3학기 이상 학생부(교과정량) 석차등급 산출내역이 없는 자
기초생활및차상위
· 2021년 이전 졸업자
실기/실적(KU체육특기자) 경기실적 · 고등학교 졸업학력 검정고시 출신자
· 국외 고교 출신자
※ 상 기 전형 외 전형은 비교내신 미적용
66 건국대학교 서울캠퍼스"
Page,67,"KU•SEOUL•CAMPUS
Ⅷ. 지원자 유의사항
※ 지원자는 수시모집요강 및 본교 홈페이지에 게시되는 수험생 유의사항을 반드시 숙지해야 하며,
미숙지로 인한 모든 불이익의 책임은 지원자에게 있음
■ 대학입학전형기본사항 유의사항
1) 공통사항
• 대 학입학전형기본사항에서 제시하고 있는 ‘수시모집’에 해당하는 모든 전형을 대상으로 지원 가능한 횟수는 최대 6회로 제한함
(‘6회 제한’에는 재외국민과 외국인 특별전형을 포함하여 수시모집에서 시행하는 모든 전형이 해당됨(9월 입학전형 포함). 단, 부모가
모두 외국인인 외국인 전형은 지원횟수 제한 없음)
• 대 학(교육대학 포함, 산업대학·전문대학 제외)은 수시모집의 모든 전형에서 지원횟수 6회를 초과하여 지원한 학생의 전형에 대해서는
지원자격을 부여할 수 없음(지원횟수는 지원한 대학의 수와 관계없이 수시모집에서 지원한 모든 대학의 전형을 대상으로 하며, 1개의
대학에 복수 지원한 경우 각각 지원횟수로 산정함)
• 접 수된 원서의 취소는 원칙적으로 불가함(접수된 원서란 수험번호가 부여된 원서를 의미함)
• 원 서접수 시, 하나의 전형에서는 하나의 모집단위에만 지원할 수 있음
2) 복수지원 관련 사항
• 수 시모집 대학(교육대학 포함, 산업대학·전문대학 제외)에 있어서는 전형기간이 같아도 최대 6개 전형 이내에서 복수지원이 가능함
• 수 시모집 대학(산업대학, 교육대학, 전문대학 포함)의 합격자(최초합격자 및 충원합격자)는 정시모집 및 추가모집에 지원할 수 없음
• 대 학(교육대학 포함, 산업대학·전문대학 제외)은 수시모집의 모든 전형에서 6개 전형을 초과하여 지원한 자에 대해서는 접수를 인정하지
않음(재외국민과 외국인 특별전형 등 정원외 전형도 포함함. 단, 부모가 모두 외국인인 외국인 전형은 지원횟수 제한 없음)
• 대 학별 입학전형이 종료된 후, 복수지원 위반 사실이 전산자료 검색을 통해 확인될 경우 입학을 무효로 함
3) 등록
• 모 집시기별로 지원하여 입학할 학기가 같은 2개 이상의 대학(산업대학, 교육대학, 전문대학 포함)에 합격한 자는 1개의 대학에만 등록
(문서등록, 예치금 납부 등)하여야 함
• 수 시모집 합격자 등록(문서등록, 예치금 납부 등) 시 1개의 대학에만 등록하여야 하며, 다수의 대학에 등록한 자는 대입지원 위반자로
처리하여 합격을 취소할 수 있음
• 대 교협은 개별 대학으로부터 관련 자료를 제출받아 이를 검토하여 이중등록 금지를 위반한 자의 명단을 각 대학에 통보하고, 이를
통보받은 대학은 해당자의 입학을 취소함
• 대 학에 등록한 자가 타 대학에 충원합격하여 등록하고자 할 경우에는 먼저 등록한 대학에 등록 포기의사를 명확히 전달한 후, 타 대학
충원합격 대학에 등록하는 것을 원칙으로 함
• 수시모집 합격자가 충원합격자 발표기간 중 다른 대학의 충원합격 통보를 받은 경우, 차순위 수험생의 합격 기회 박탈 등 선의의 피해자
발생을 사전에 방지하기 위하여 합격자는 등록을 원하지 않는 대학에 등록 포기의사를 즉시 전달하여야 함
• 수 시모집 합격자는 수시모집 등록기간 내에만 등록 처리하며, 수시모집에서 최초합격 및 충원합격에 의해 복수의 대학에 합격한 자는
수시모집 등록기간 내에 1개 대학에만 등록하여야 함(등록이란 문서등록 또는 등록 확인 예치금을 납부한 상태를 의미함)
2025학년도 수시모집요강 67"
Page,68,"KU•SEOUL•CAMPUS
■ 본교 유의사항
1) 입학전형의 성적 및 평가내용은 공개하지 않음
2) 필수 서류 미제출자와 지원자격 미충족자는 성적에 관계없이 선발대상에서 제외
3) 접 수(수험번호 부여)가 완료된 후에는 지원사항 변경, 지원 취소 및 전형관련서류 반환이 일체 불가하며 각종 고사에 결시하였을 경우
선발대상에서 제외
4) 미등록 등의 사유로 선발하지 않은 인원은 정시모집에서 선발할 수 있음
5) 입학원서 작성 오류, 기재사항 누락, 본교에서 요구한 서류 미제출, 제출서류의 내용미비 및 기타 수험생의 과오 등으로 인한 책임은
수험생 본인에게 있으며, 추후 이에 대한 본교의 처리방법에 이의를 제기할 수 없음
6) 본 교의 모집단위 및 전공 명칭과 모집인원은 2025학년도 편제 및 정원조정에 따라 변경될 수 있으며, 수시모집에 합격하여 등록한 학생은
변경된 편제에 따라야 함
7) 지원자가 성적 석차순으로 모집인원 내에 해당하는 경우일지라도 그 성적이 본교에서 기대하는 학력수준에 현저하게 부적합하다고
판단되는 자, 대학 수학에 지장이 있다고 판단되는 자 또는 전형취지에 부합하지 않는다고 판단되는 자 등은 모집인원에 관계없이 대학
입학전형관리위원회의 결의를 거쳐 선발하지 않을 수 있음
8) 부 정한 방법으로 지원하거나 이에 협조하여 공정한 학생선발 업무를 방해한 경우, 입학 전·후를 막론하고 입학이 무효 처리되며 별도의
처벌을 받을 수 있음
① 입학사정에 사용된 전형자료에 주요사항이 누락되거나 서류위조 및 허위 또는 부정이 있다고 판단되는 경우에는 입학을 취소할 수 있음
② 위 ①항에 따라 입학이 취소되는 경우 해당자가 납부한 등록금은 반환하지 아니함. 단, 등록금을 납부한 학기가 종료되지 않은 경우에는
「 」
대학 등록금에 관한 규칙 [별표]의 반환기준에 준하여 반환함
③ 본교 및 타 대학에서 위 ①항에 따라 입학이 취소된 자는 일정 기간 동안 본교에 입학할 수 없음
9) 본교 및 타 대학에서 ‘8)’에 따라 입학이 취소된 자의 경우 입학이 취소된 날로부터 3년간 본교에 입학할 수 없음
10) 이의신청 처리기준은 본교 입학전형 이의신청 처리 지침에 따름
11) 기타 본 모집요강에 명시되지 않은 사항은 관계법령, 관련지침, 본교의 신입학 사정원칙 및 대학입학전형관리위원회의 결정에 따름
■ 온라인 자료제공
• 본 교는 제출서류 위·변조에 따른 부정행위를 방지하기 위해 지원자가 원서접수를 완료하면 학교생활기록부 등의 온라인 자료제공에
동의하는 것으로 간주(단, 지원자의 개인정보는 해당 입학전형에 활용되는 정보만을 수집하며, 수집된 정보는 본교 규정에 따라 입학 및
학사 관련 업무 이외에 다른 용도로 사용하지 않음)
68 건국대학교 서울캠퍼스"
Page,69,"KU•SEOUL•CAMPUS
Ⅸ. 전형료
1. 전형별 전형료
(※ 인터넷 원서접수 수수료가 포함된 금액임)
■ 학생부위주전형
※ 단계별 전형은 2단계 전형료를 기한 내에 미납부 시 2단계 응시자격 상실
※ 전형료 면제 대상자의 경우도 반드시 원서접수 절차를 완료해야 함
전형명 1단계 전형료 2단계 전형료
학생부교과(KU지역균형) 60,000원 -
학생부종합(KU자기추천) 50,000원 35,000원
국가보훈대상자, 기초생활및차상위 면제
학생부종합(사회통합)
농어촌학생 60,000원 -
학생부종합(특성화고교졸업자) 60,000원 -
학생부종합(특성화고졸재직자) 60,000원 -
학생부종합(특수교육대상자) 면제
■ 논술(KU논술우수자), 실기/실적(KU연기우수자, KU체육특기자)
전형명 전형료 1단계 불합격자 환불액
논술(KU논술우수자) 60,000원 -
실기/실적(KU연기우수자, KU체육특기자) 95,000원 60,000원
■ 기타 면제 대상자: 지원자 중 다음에 해당하는 경우 전형료 환불(원서접수 수수료 제외)
※ 제출기한: 2024. 9. 9.(월) 10:00 ~ 9. 13.(금) 17:00
※ 제출방법: 원서접수 시 원서접수 사이트에 해당 자격 증빙서류를 PDF 파일로 업로드
※ 면제 대상자가 해당 자격 증빙서류를 지정한 기간까지 제출하지 못한 경우에는 대상에서 제외
대상자 자격 증빙 서류
가족관계증명서 1부
(지원자 기준 / 단, 독립유공자 손자녀 중 친손의 경우 부 기준, 외손의 경우 모 기준)
국가보훈대상자
대학입학특별전형대상자증명서 1부
국민기초생활보장수급자 국민기초생활보장수급자증명서 1부(지원자 기준)
2025학년도 수시모집요강 69"
Page,70,"KU•SEOUL•CAMPUS
2. 전형료 반환
• 원 칙적으로 접수가 완료된 이후 지원을 취소할 수 없으며 전형료는 반환하지 않음
「 」
• 단 , 고등교육법시행령 제42조의3 제2항에 따라 아래의 전형료 환불기준에 해당하는 사유가 있는 경우 전형료의 전부 또는 일부를
반환하며, 환불되는 전형료는 원서접수 시 기재한 방법으로 반환
반환 사유 반환액
응시자의 착오로 과납한 경우 과납액 전액
본교의 귀책 사유 전형료 전액
천재지변으로 인하여 입학전형에 응시하지 못한 경우
전형료 전액
질병 또는 사고 등으로 의료기관에 입원하여 입학전형에 응시하지 못한 경우
※ 단, 해당 사항을 증명할 수 있는 경우만 가능
본인의 사망으로 입학전형에 응시하지 못한 경우
※ 전형료 반환 시 인터넷 원서접수 수수료는 환불되지 않음
• 상 기 기준 외 반환기준
- 상 기 반환 사유 이외 기타 부득이한 사유로 반환을 요청하는 경우에는 본교 입학처에 관련 증빙서류를 제출해야 하며, 사유가 타당하다고
인정될 경우 아래의 기준에 따라 전형료 전부 또는 일부 반환
※ 단순 변심, 전형일정 중복, 결시 등 각종 개인 사유는 반환 사유에 해당하지 않음
전형료 반환 신청 시점 반환액
원서접수 마감 이전 전형료에서 원서접수 수수료를 제외한 금액
원서접수 마감 후 일주일 이내 전형료에서 원서접수 수수료를 제외한 금액의 50%
원서접수 마감 일주일 경과 후 ~ 전형 1일 이전 전형료에서 원서접수 수수료를 제외한 금액의 25%
전형별 고사일 이후 없음
• 입 학전형 관련 수입, 지출에 따른 잔액 발생 시 반환기준
「 」 「 」
- 본 교는 고등교육법 제34조의4 제5항 및 고등교육법 시행령 제42조의3에 따라 입학전형 관련 수입·지출에 따른 잔액이 발생할 경우
응시한 사람이 납부한 입학전형료에 비례하여 반환할 예정임
- 입학전형료 반환방법은 원서접수 시 대학 직접 방문 또는 금융기관 계좌이체 중 하나를 선택
- 반 환 대상자가 금융기관의 환불계좌로 이체하는 방법을 선택하는 경우에는 반환할 금액에서 금융기관의 전산망을 이용하는데 드는
비용을 차감하고 반환함. 또한 금융기관의 전산망을 이용하는데 드는 비용이 반환할 금액 이상이면 반환하지 않음
70 건국대학교 서울캠퍼스"
Page,71,"KU•SEOUL•CAMPUS
Ⅹ. 학교생활 안내: 장학, 학사, 진로/취업, 국제교류 프로그램, 기숙사
1. 신입생 장학
■ 성적우수 장학
장학명 구분 내용
대상 학생부교과(KU지역균형) 전형점수가 본교가 정한 일정 점수 이상인 자
KU지역균형
① 전형점수 최상위자 - 4년간 수업료 전액(수의예과는 6년간)
우수장학
장학혜택 ② 전형점수 계열별(인문, 자연) 최상위자 - 2년간 수업료 전액(수의예과는 3년간)
③ 전형점수 단과대학별 상위 5% 이내인 자 - 1개 학기(첫 번째 학기) 수업료 50%
대상 학생부종합(KU자기추천) 전형점수가 본교가 정한 일정 점수 이상인 자
KU자기추천
① 전형점수 최상위자 - 4년간 수업료 전액(수의예과는 6년간)
우수장학
장학혜택 ② 전형점수 계열별(인문, 자연) 최상위자 - 2년간 수업료 전액(수의예과는 3년간)
③ 전형점수 단과대학별 상위 5% 이내인 자 - 1개 학기(첫 번째 학기) 수업료 50%
■ 기타 장학
장학명 구분 내용
예술디자인대학 실기대회 디자인 및 미술 분야 총장상 및 금상 수상자 중
대상
시상년도 포함 4년 이내 입학자
예술디자인 분야 총장상 금상
우수장학
장학혜택 디자인 수업료 2년간 전액 수업료 1년간 전액
미술 수업료 1년간 전액 수업료 1학기 전액
건국대학교 사범대학 부속중학교, 부속고등학교를 모두 졸업한 자
대상
(직전학기 12학점 이수, 평점 2.0 이상 충족 시 계속 장학생 유지)
목련장학
장학혜택 4년간 수업료 50%
2025학년도 수시모집요강 71"
Page,72,"KU•SEOUL•CAMPUS
2. 학사
■ 다전공/부전공
• 다 전공: 재학 중 제1전공 이외에 추가로 본교에 설치된 학과(전공)를 제2전공, 제3전공으로 동시에 이수하여 졸업 시 2개 이상의
학위(1개의 학위증에 복수의 학위명 표기)를 취득할 수 있는 제도
• 부 전공: 재 학 중 제1전공 이외에 학위 취득 목적이 없이 타 학과(전공)의 소정 학점을 추가로 이수하여 타 학문에 대한 이해를 넓힐 수
있는 제도(1개의 학위증에 제1전공 학위명 및 부전공 학과명 표기)
구분 내용
① 신청자격 ·3~8학기 등록(진급) 예정자(편입생 포함)
② 신청시기 ·1월, 7월(신청 및 포기기간이 동일)
③ 신청방법 ·포탈 [학사행정 → 학적 → 다전공관리 → 다(부)전공신청]
④ 선발인원 ·학과(전공)의 수용능력을 감안하여 학과(전공)별로 결정
원전공 이수학점 다전공 이수학점
다전공
36학점 이상(사범대 50학점 이상) 36학점 이상(사범대 50학점 이상)
⑤ 전공학점 이수
원전공 이수학점 부전공
부전공
54학점 이상 24학점 이상
·일 반학과 학생은 예체능계학과(단, 의상디자인학과로는 신청 가능), 수의과대학, 신산업융합학과, K뷰티산업융합학과,
⑥ 신청제한 국제대학으로 신청 불가
·사 범대 학과 다(부)전공은 원전공의 교직과정 이수예정자로 선발된 자만 신청 가능
·다 전공: 제1전공과 제2(3)전공 학위명이 함께 표기된 학위증 수여
⑦ 학위수여
·부 전공: 부전공 학과명이 표기된 원전공 학위증 수여(부전공은 학위가 수여되지 않음)
※ 전공과목: 전공기초, 전공필수, 전공선택
■ 조기졸업제도
• 학 업성취 능력이 우수한 학생이 8개 학기(4년) 이전에 졸업에 필요한 전 교과과정을 이수하고 졸업학기 단축을 희망할 때 3년간(6개
학기) 6회 이상 등록을 필한 후 1~2개 학기를 단축하여 조기졸업 가능
• 희 망자는 1, 2학년 과정을 수료하고 전 학년 성적 평점평균이 4.0 이상이어야 하며, 3학년(5학기) 개강 전 신청 가능
(일부 제외대상은 학교 홈페이지 참고)
■ 교직과정 이수
• 비 사범계 학생 중 교직이수를 희망하는 학생들에게 졸업과 동시에 교원자격증을 발급
구분 내용
① 신청대상 ·2 학년 1~2학기 등록 재학생(교직과정이 설치되어 있는 학과에 한함)
·매 년 봄학기(5월, 9월) 정해진 신청기간에 포탈(학사행정 → 교직)에서 신청 및 신청서 학과(전공)사무실 제출
② 신청방법
(5월 선발 후 잔여인원을 9월에 선발함)
·교 육부에서 승인된 인원수 내에서 1차 전형인 교직 적·인성검사와 2차 전형인 성적 + 면접전형을 실시 후(해당 학과),
③ 선발방법
교직과에서 3차 최종 면접을 실시하여 선발
·전 공과목 50학점(교과교육영역 3과목 및 기본이수과목 21학점 포함) 이상, 교직과목 22학점 이상 취득
④ 이수학점
(상세 내용은 선발 후 공지)
72 건국대학교 서울캠퍼스"
Page,73,"KU•SEOUL•CAMPUS
• 비 사범계 대학 중 교직이수 가능학과
모집단위 표시과목 모집단위 표시과목 모집단위 표시과목
첨단바이오공학부
국어국문학과 국어 건축학부(건축학전공) 건설 동물자원
(줄기세포재생공학전공)
중어중문학과 중국어 컴퓨터공학부 정보·컴퓨터 생명과학특성학과 생물
동물자원·식품과학·
철학과 철학 정치외교학과 일반사회 동물자원
유통학부(동물자원전공)
사학과 역사 경제학과 일반사회 커뮤니케이션디자인학과 디자인
의상디자인학과 의상
지리학과 지리 행정학과 일반사회
리빙디자인학과 디자인
물리학과 물리 국제무역학과 상업
영상학과 연극영화
화학과 화학 경영학과 상업
매체연기학과 연극영화
3. 진로/취업/창업 프로그램
■ KU 진로·취업·창업 교육과정 로드맵
• 진 로, 취업
1학년 2학년 3학년 4학년
구분
자기이해와 진로탐색 진로설정과 직업탐색 취업전략과 경력개발 실전 취업역량개발
기업/직무 분석 및 역량개발,
교과 CSP진로탐색 진로설계와 직업탐색 커리어설계 실습과 코칭, 면접과 PT스피치 실습,
실전 취업 특강
직무/기업분석과정, 계열별 자기소개서작성,
입사지원서 작성기초, 기업맞춤형 모의면접,
정규 KU Career Class
면접준비 기초과정, 자기소개서 1일 완성,
직무/기업분석가이드 면접 하이패스
멘토링데이 프로그램,
직무박람회,
KU Career Coaching 현직자동문선배간담회,
비
특별 직무의 발견 KU열린취업박람회,
교 Program NCS 대비준비반,
대기업 직무적성 모의검사
과 온라인 취업솔루션
KU Career Leader KU Global Career Start Vision Alignment
Program Program Program
종합
KU Junior Elite Program KU Elite Program, 취업동아리
상시 진로/취업 1:1 상담
• 현 장실습학기제
구분 3학년 4학년
현장실습 현장실습학기제
2025학년도 수시모집요강 73"
Page,74,"KU•SEOUL•CAMPUS
• 창 업
구분 창업기초 아이디어구현 창업실무 창업체험 및 사업화
Startup Base Camp, 창업의 기회, 기술창업: 지식서비스 창업기획 및 실행,
교과
청년창업과 기업가정신 비즈니스 모델 창업 금융과 투자 기술사업화 실무
학사제도 창업장학금 스타트업 인턴십 창업휴학제 드림학기제: 창업연계형
스타트업 내비게이션 디자인씽킹 워크숍 린스타트업 스테이션 수요맞춤형 BUILD-UP
교육
비 KU 창업캠프 KU 창업 경진대회 KU 창업클럽 창업 SCALE-UP
교
네트워킹 사업화 자금 투자유치
과
창업공간
실전 퍼스트 스타트업 퍼스트 스타트업 퍼스트 스타트업
KU 스타트업 존
네트워킹 데이 매니지먼트 데모데이
상시 KU 원스톱 창업멘토링
※ 프로그램 세부 내용은 건국대학교 창업지원단 홈페이지 참고(startup.konkuk.ac.kr)
■ 진로 교과목
• C SP진로탐색(1학년, 지정교양 2학점)
(1) CSP 진로탐색(Career Success Program)은 신입생의 진로설정에 도움을 주고자 개설
(2) 학과별 진로전담교수가 지정되어, 핵심역량진단검사(KUCCA) 및 진도교수 면담 병행
■ 진로·취업 대표 비교과 프로그램
• 저 학년을 위한 ‘KU Career Class’
(1) 진로 관련 심리검사를 통한 체계적인 자기이해와 진로설계 커리어로드맵 작성
(2) 자기이해 종합보고서를 통한 전공별 진로정보 탐색 및 설계
• 취 창업전략처 대표 취업 성공 프로그램 ‘KU Career Leader Program’
(1) 취업 성공을 위해 직무 역량 개발 지원과 채용 역량 향상에 중점을 둔 인재 양성 프로그램
(2) 3~4학년 대상으로 모집을 통해 30명 선발, 2학기 동안 프로그램 참여 및 혜택 제공
(3) 교육혜택: 우수참여학생 대학혁신지원사업 ‘인재개발리더장학금’ 지급 및 교육과정 비용 지원
• 4 차 산업 핵심 직무 탐색을 위한 ‘직무의 발견’
(1) 4 차 산업 관련 분야 실제 현직자의 직무경험 공유를 통해 재학생의 사회 진출 대비 미래 유망 직무(산업)에 대한 실질적 진로·취업
정보 제공
(2) 핵심 직무 재직 졸업동문 혹은 주요기업 현직자를 초청하여 직무 특강 및 토크쇼 진행
(3) 재학생의 폭넓은 진로 탐색 및 진로 설정 지원 및 취업 동기부여
• 하 계/동계방학 취업 집중 교육 ‘Elite Program’
(1) 3, 4학년생 중 우수한 학생을 선발, 체계적인 취업강좌와 양질의 특강을 제공
(2) 희망분야별 직무/업종/기업 분석을 통한 기업 예비 주체로서 역량 극대화
(3) 타 대학과의 차별화된 취업역량강화 프로그램 이수를 통한 자부심과 애교심 고취
■ 진로 및 취업 상담 프로그램
• 취 업전문상담 컨설턴트 ‘취업지원관’ 상담
(1) 본 인의 흥미와 적성을 발견하고 대학생활 초기부터 체계적으로 진로를 설정하고자 할 때, 교내에 상주하고 있는 취업지원관과의
전문상담 진행
(2) 진로 탐색을 위한 심리검사 실시 및 해석 및 각종 실전 취업역량 강화
(3) 연중 수시로 위인전을 통한 상담신청: 위인전 → 상담 → 취업진로상담 → 상담일정 → 상담신청
74 건국대학교 서울캠퍼스"
Page,75,"KU•SEOUL•CAMPUS
■ 멘토링 프로그램
• 멘 토래담서비스
(1) 온라인으로 상시 진행하는 동문선배 멘토링
(2) 진로 및 취업에 대한 궁금증을 멘토에게 남기면 멘토가 댓글을 달아주는 서비스
• 멘 토링데이 프로그램
(1) 현직 동문 선배를 초청하여 진행하는 온·오프라인 멘토링
(2) 진행 방식은 특강, 일대일 상담 등 상황에 따라 유연하게 운영
• 현 직자 동문선배 간담회 ‘Mentor來談’
(1) 2학기에 진행하는 현직 동문 선배와의 소그룹 멘토링
(2) 약 3주간 진행하는 오프라인 멘토링 프로그램으로, 선배들의 대학생활, 취업준비, 직무 및 기업 소개 등을 통해 진로 탐색 및 취업
준비에 실질적 도움을 받을 수 있음
■ 현장실습학기제
• 현 장실습학기제
(1) 학교 밖으로 연장된 경험학습을 위한 수업방법으로 3, 4학년 재학 중에 본인 전공과 적성에 맞는 기업체에서 현장실습을 통해
학점인정을 받고 기업실무 역량을 키우는 프로그램
(2) 실습시기
구분 실습시기 학점인정 학기
1학기(3월~6월)
학기 중 해당 정규학기
2학기(9월~12월)
하계방학(7월~8월)
방학 중 해당 계절학기
동계방학(1월~2월)
■ 창업 대표 비교과 프로그램
• 창 업의 A부터 Z까지! 창업의 길을 알려주는 ‘스타트업 내비게이션’
(1) 창업에 대한 인식 및 관심도 제고를 위한 창업입문 프로그램
(2) 창업기초역량 교육, 창업 인프라 탐방, 1:1 멘토링, 창업 프로세스 교육 실시
• 상 상했던 아이디어를 실제로 구현해 볼 수 있는 기회 ‘KU 창업 경진대회’
(1) 우수 기술 및 아이디어를 보유한 학생들에게 성공적인 창업기회 제공
(2) 창업 아이템을 실제로 구현해보고자 하는 학부생(개인 또는 팀)을 대상으로 서류·발표평가 진행, 상장 및 상금 수여, 창업지원단
창업사업화 프로그램 연계를 통한 후속지원
• 본 격적인 창업을 위해서는 실무능력 함양이 필수! ‘KU 창업클럽’
(1) 우수한 창업 아이디어를 보유한 대학 내 (예비)창업팀을 발굴·육성
(2) 아이템 개발비, 소비자반응조사, 창업팀 활동 공간, 선후배 학생 창업팀 네트워킹, 팀빌딩 지원
• 학 생 창업기업의 스케일업 지원을 위한 프로그램 ‘창업 SCALE-UP’
(1) 초기창업기업의 스케일업을 위한 수요 맞춤형 기업지원 프로그램 운영
(2) 기업대상 수요조사 실시 후 기업별 맞춤형 프로그램 운영(투자, 브랜딩, 시험인증, 마케팅, 법률, 해외진출 등)
2025학년도 수시모집요강 75"
Page,76,"KU•SEOUL•CAMPUS
4. 국제교류 프로그램
■ 정규학기 프로그램
프로그램 내용
·본 교 학위 수여 규정 및 본교와 복수학위 협정을 체결한 자매대학의 학위 수여 규정을 모두 충족시킨 후,
본교와 자매대학 학위를 모두 수여 받는 프로그램
복수학위 프로그램 (1) 미국 The State University of New York, Stony Brook (SBU)
(Double-Degree (2) 미국 Illinois Institute of Technology
Program) (3) 중국 Nanjing University (남경대학)
·본교 수업료 및 파견된 해외대학 수업료 동시 납부(국제화장학금 지급)
·학과에 따라 지원 가능 대학 상이
교환학생 프로그램 ·본 교와 교류협정을 체결한 미주, 유럽, 아시아 등 전 세계 자매대학에 상호교환의 조건으로 1~2개 학기 간 파견되어
(Exchange Student 취득한 학점을 본교 학점으로 인정받는 프로그램
Program) ·파견된 해외대학 수업료 면제
파견학생 프로그램 ·본 교와 학생교류 협정을 체결한 자매대학에 1~2개 학기 간 파견되어 취득한 학점을 본교 학점으로 인정받는
(Visiting Student 프로그램
Program) ·본교 수업료 및 파견된 해외대학 수업료 동시 납부(국제화장학금 지급)
어학정규 프로그램 ·본 교와 학생교류 협정을 체결한 자매대학에 1개 학기 간 파견되어 어학과정 및 정규과정을 이수하는 프로그램으로
(Language+Study 취득한 학점 일부를 본교 학점으로 인정받는 프로그램
Program) ·파견된 해외대학 수업료 면제
■ 계절학기 프로그램
프로그램 내용
·본 교와 학생교류 협정을 체결한 자매대학, 지정대학 및 지정기관에서 방학 기간(하계, 동계) 동안 상대교 계절학기,
국제단기 프로그램
단기 프로그램(수업, 어학, 문화체험 등) 및 지정기관 인턴십에 참가 및 수료 후, 이를 본교 학점으로 인정받는
(Short-Term
프로그램
Program)
·본교 계절학기 수업료 및 파견된 해외대학 프로그램 비용 동시 납부(국제화장학금 지급)
■ 프로그램 특·장점
• 파 견기간
- 복수학위 프로그램: 4개 학기 / 교환(파견)학생 프로그램: 6개월 ~ 1년 / 국제단기 프로그램: 하계 및 동계방학 기간 중
• 학 점인정: 위 파견 프로그램에서 이수한 학점을 본교 학점으로 인정
• 국 제단기 파견 프로그램: 횟수 제한 없이 참여 가능
• 이 중 장학금 혜택이 가능한 국제화장학금: 상황에 따라 학생이 납부한 학기 등록금보다 많은 액수의 장학금을 받을 수 있음
• 해 외 파견 프로그램의 다양성과 실효성: 어학과정, 문화체험, 인턴십, 본과수업 등 학생들의 어학실력과 취업적응력에 눈높이를 맞춘
프로그램
76 건국대학교 서울캠퍼스"
